Episode, CL, SupCL, UnsupCL, ClassificationLoss
0,5.736356735229492,2.23219633102417,9.240517616271973,4.299500465393066
1,5.323703765869141,2.927306890487671,7.7201008796691895,4.288974761962891
2,6.878234386444092,4.986330986022949,8.770137786865234,4.276608943939209
3,6.7599196434021,4.9137163162231445,8.606122970581055,4.270694255828857
4,5.746020317077637,3.797964572906494,7.6940765380859375,4.268930912017822
5,5.893577575683594,3.0088181495666504,8.778337478637695,4.269598007202148
6,6.368093490600586,4.023828983306885,8.712358474731445,4.238900184631348
7,6.64739465713501,5.70210075378418,7.59268856048584,4.258179664611816
8,6.307474136352539,5.157415390014648,7.45753288269043,4.228428363800049
9,5.68583869934082,2.795417547225952,8.57625961303711,4.2215776443481445
10,4.634232521057129,1.7962132692337036,7.4722514152526855,4.238471984863281
11,5.902997016906738,3.1058621406555176,8.7001314163208,4.210037708282471
12,6.231058120727539,3.8215622901916504,8.640554428100586,4.2210283279418945
13,6.027294635772705,3.372746229171753,8.681842803955078,4.1966872215271
14,5.666114807128906,3.629765033721924,7.702465057373047,4.193005084991455
15,4.599228382110596,1.5480049848556519,7.65045166015625,4.301496505737305
16,5.242930889129639,1.779379963874817,8.70648193359375,4.216249942779541
17,5.700318813323975,2.3772783279418945,9.023359298706055,4.184969425201416
18,4.770613670349121,1.8508330583572388,7.690394401550293,4.193097114562988
19,5.064866542816162,1.5200107097625732,8.609722137451172,4.2257161140441895
20,5.568119049072266,2.119418144226074,9.016819953918457,4.159305572509766
21,6.036669731140137,3.5550503730773926,8.518288612365723,4.179427146911621
22,5.089217662811279,1.6104284524917603,8.56800651550293,4.27599573135376
23,6.773715019226074,4.613498687744141,8.933931350708008,4.114364147186279
24,5.683740139007568,2.729235887527466,8.63824462890625,4.097297668457031
25,5.062661647796631,1.530526041984558,8.594797134399414,4.163891315460205
26,5.356367111206055,3.176915168762207,7.535819053649902,4.0858659744262695
27,5.183051109313965,1.9142067432403564,8.451895713806152,4.219322681427002
28,5.182732582092285,1.8619074821472168,8.503557205200195,4.226907253265381
29,6.19195556640625,3.882641077041626,8.501270294189453,4.060273170471191
30,5.609106540679932,2.322279930114746,8.895933151245117,4.06795072555542
31,6.903134346008301,5.361189365386963,8.44507884979248,4.022672176361084
32,5.2229390144348145,1.991477370262146,8.454401016235352,4.054937362670898
33,5.318955898284912,2.1391687393188477,8.498743057250977,4.105451583862305
34,6.382422924041748,4.306305885314941,8.458539962768555,3.982962131500244
35,4.82262659072876,1.8778694868087769,7.767383575439453,4.0081586837768555
36,6.056774139404297,3.232563018798828,8.880985260009766,3.962902545928955
37,6.122560977935791,4.641091346740723,7.604030609130859,3.934007167816162
38,7.687460899353027,6.854604721069336,8.520317077636719,3.9678282737731934
39,5.923524379730225,3.0103366374969482,8.836711883544922,3.8953938484191895
40,4.677637577056885,1.6860493421554565,7.669225692749023,4.081207275390625
41,4.579111576080322,1.4846524000167847,7.67357063293457,4.096956729888916
42,5.521910667419434,3.172511577606201,7.871309757232666,3.8590238094329834
43,4.5552978515625,1.6881389617919922,7.422456741333008,3.9156715869903564
44,4.762447357177734,1.6749097108840942,7.849984645843506,3.884899139404297
45,4.759747505187988,1.9231760501861572,7.59631872177124,3.8694610595703125
46,5.338359832763672,3.0159454345703125,7.6607747077941895,3.794036388397217
47,5.2437744140625,2.8153674602508545,7.672181129455566,3.7721450328826904
48,5.6604838371276855,2.53936505317688,8.78160285949707,3.771899700164795
49,5.715190887451172,3.061413288116455,8.36896800994873,3.723334550857544
50,5.166055679321289,1.959482192993164,8.372629165649414,3.7554514408111572
51,6.6765642166137695,4.476768970489502,8.876359939575195,3.6672520637512207
52,5.953797340393066,4.252830982208252,7.654763221740723,3.956902265548706
53,5.270334243774414,2.1919093132019043,8.348759651184082,3.7786545753479004
54,5.129534721374512,1.8203823566436768,8.438687324523926,3.639174222946167
55,6.960814476013184,5.595714092254639,8.32591438293457,3.5706310272216797
56,7.38224983215332,6.417357921600342,8.34714126586914,3.52826189994812
57,4.858206748962402,1.4772313833236694,8.239182472229004,3.9576613903045654
58,4.494684219360352,1.4242618083953857,7.565106391906738,3.664076805114746
59,6.336731433868408,5.0296783447265625,7.643784523010254,3.4295685291290283
60,5.02496862411499,2.3903026580810547,7.659634590148926,3.464404344558716
61,4.5193891525268555,1.4221577644348145,7.616620063781738,3.6656789779663086
62,6.888299942016602,5.446169853210449,8.330430030822754,3.3437817096710205
63,5.247946262359619,1.8131438493728638,8.682748794555664,3.8305766582489014
64,5.667924880981445,3.723637819290161,7.612212181091309,3.5450422763824463
65,5.48406457901001,2.721813201904297,8.246315956115723,3.2476937770843506
66,6.389474868774414,4.448267936706543,8.330681800842285,3.7148244380950928
67,7.294615745544434,6.338218688964844,8.251012802124023,3.1547882556915283
68,5.1623358726501465,2.7723634243011475,7.552308559417725,3.0924019813537598
69,5.992587089538574,4.480075359344482,7.505098819732666,3.075486660003662
70,4.500120639801025,1.5086400508880615,7.49160099029541,3.3239810466766357
71,5.305361747741699,3.0565805435180664,7.554142475128174,2.937864303588867
72,6.121335029602051,3.669466257095337,8.573204040527344,2.809602975845337
73,6.685650825500488,5.386067867279053,7.985234260559082,2.6880884170532227
74,5.405352592468262,3.202284574508667,7.608420372009277,2.5518343448638916
75,5.952099323272705,3.3331499099731445,8.571048736572266,2.665558338165283
76,5.717668056488037,3.1625936031341553,8.27274227142334,2.347465991973877
77,7.110376358032227,5.937275409698486,8.283477783203125,2.6270840167999268
78,5.359633445739746,2.3360579013824463,8.383209228515625,2.168348550796509
79,4.895211219787598,2.278989791870117,7.511432647705078,2.613741159439087
80,5.474094867706299,2.381385564804077,8.566803932189941,1.8802460432052612
81,4.1852803230285645,0.8592805862426758,7.511280059814453,1.657381296157837
82,6.598445892333984,5.0094428062438965,8.187448501586914,1.4241725206375122
83,5.000153064727783,1.7973766326904297,8.202929496765137,1.5987693071365356
84,5.700019836425781,3.835691452026367,7.564348220825195,1.1704198122024536
85,4.843191623687744,1.4126217365264893,8.273761749267578,2.9589414596557617
86,5.458148956298828,2.6457571983337402,8.270540237426758,1.05166494846344
87,5.164289951324463,2.6551778316497803,7.673402309417725,0.8550828099250793
88,5.70054292678833,3.8130874633789062,7.587998390197754,0.7189378142356873
89,5.8896074295043945,3.632141351699829,8.147073745727539,0.6244624853134155
90,5.231777191162109,2.8159468173980713,7.647607803344727,0.49725571274757385
91,5.016808032989502,2.270115613937378,7.763500690460205,1.0093218088150024
92,5.320507049560547,2.4609103202819824,8.180103302001953,0.7462208271026611
93,5.666778564453125,3.1479990482330322,8.185558319091797,0.29616019129753113
94,5.666277885437012,2.8572542667388916,8.475301742553711,0.3889727294445038
95,4.94463586807251,1.650816798210144,8.238454818725586,1.827777624130249
96,6.040327072143555,3.649547576904297,8.431106567382812,0.43009358644485474
97,5.537924766540527,2.6561636924743652,8.419685363769531,3.3877651691436768
98,4.580808639526367,1.535738468170166,7.625879287719727,1.8122140169143677
99,5.102066516876221,2.532482147216797,7.6716508865356445,0.8951034545898438
100,6.635787487030029,5.102383613586426,8.169191360473633,0.3490806221961975
101,7.747522354125977,7.098072052001953,8.39697265625,0.23468764126300812
102,5.64460563659668,2.917926788330078,8.371284484863281,0.29709193110466003
103,6.516732215881348,4.631355285644531,8.402109146118164,0.23915603756904602
104,6.156669616699219,4.663342475891113,7.649996757507324,0.9931097030639648
105,5.420279502868652,2.703256130218506,8.13730239868164,0.4243011474609375
106,5.302772045135498,2.4890434741973877,8.116500854492188,0.16661334037780762
107,5.470489501953125,2.8774187564849854,8.063560485839844,0.3804246783256531
108,4.8242902755737305,2.002248764038086,7.646331787109375,0.5516629815101624
109,5.4529266357421875,2.8061909675598145,8.099662780761719,0.32926419377326965
110,5.26375150680542,2.44524884223938,8.082254409790039,0.43124696612358093
111,4.873589515686035,2.0154881477355957,7.731691360473633,0.46457573771476746
112,4.998011112213135,1.947001576423645,8.049020767211914,0.3340374529361725
113,5.169137477874756,2.212141752243042,8.12613296508789,2.0484378337860107
114,5.270301818847656,3.0803940296173096,7.460209846496582,0.2990496754646301
115,6.17850399017334,4.232055187225342,8.124953269958496,0.3556821346282959
116,5.419493198394775,2.714401960372925,8.124584197998047,1.421466588973999
117,5.180402755737305,2.7702932357788086,7.590512275695801,0.45692992210388184
118,5.513855934143066,2.9461188316345215,8.081592559814453,0.20219704508781433
119,5.955486297607422,3.844492197036743,8.06648063659668,0.17937405407428741
120,5.883986949920654,3.4635322093963623,8.304441452026367,0.31150224804878235
121,5.24752950668335,2.461974859237671,8.03308391571045,1.057037353515625
122,4.838515758514404,2.070511817932129,7.60651969909668,1.763973355293274
123,6.658196449279785,5.205674648284912,8.110718727111816,0.21302467584609985
124,6.3178606033325195,4.585670471191406,8.050050735473633,0.9944347739219666
125,5.688992500305176,3.340747594833374,8.037237167358398,0.30771514773368835
126,5.7931060791015625,3.229433059692383,8.356779098510742,0.26033422350883484
127,5.887029647827148,3.757434368133545,8.016624450683594,0.5298901796340942
128,4.737618923187256,1.7637513875961304,7.711486339569092,1.398612141609192
129,6.12645149230957,4.024191379547119,8.22871208190918,0.2856787443161011
130,5.4807868003845215,2.9592692852020264,8.002304077148438,0.7639687657356262
131,5.4284281730651855,2.8134562969207764,8.043399810791016,0.33735576272010803
132,4.725852012634277,1.8292808532714844,7.62242317199707,1.2858548164367676
133,5.717709541320801,3.8566017150878906,7.578817844390869,0.19945727288722992
134,6.798853874206543,5.596056938171387,8.0016508102417,0.17122474312782288
135,5.507778167724609,2.9800984859466553,8.035457611083984,0.4542202353477478
136,4.909782409667969,2.2826240062713623,7.536940574645996,0.6348459124565125
137,4.490684986114502,1.3950393199920654,7.586330413818359,1.5182437896728516
138,5.3486433029174805,3.109358787536621,7.58792781829834,2.228034019470215
139,5.284426212310791,2.4987685680389404,8.070083618164062,0.6803039908409119
140,6.073861122131348,4.150942325592041,7.9967803955078125,0.2343492954969406
141,6.959771156311035,5.935480117797852,7.984062194824219,0.26960113644599915
142,5.292012691497803,3.020181655883789,7.563843727111816,0.6475104689598083
143,4.683062553405762,1.655731201171875,7.71039342880249,1.7247651815414429
144,6.117682456970215,4.736673831939697,7.498691558837891,0.20555908977985382
145,4.992610454559326,1.967420220375061,8.017800331115723,1.5249953269958496
146,5.434564113616943,3.321669578552246,7.547458648681641,0.3628174662590027
147,4.71635103225708,1.4118033647537231,8.020898818969727,1.567472219467163
148,5.081367492675781,2.1539957523345947,8.008739471435547,1.2959637641906738
149,4.685880184173584,1.6284490823745728,7.743310928344727,3.7228505611419678
150,5.382222652435303,3.161468505859375,7.6029767990112305,0.5650066137313843
151,5.890716552734375,4.1851115226745605,7.596322059631348,0.48173433542251587
152,6.225682258605957,4.3654375076293945,8.08592700958252,0.2103932946920395
153,4.749863147735596,1.4835103750228882,8.016216278076172,2.8476946353912354
154,5.65541410446167,3.2266616821289062,8.084166526794434,0.2814423441886902
155,4.7234625816345215,1.83016836643219,7.616756439208984,2.2393798828125
156,4.56295919418335,1.5081170797348022,7.617801189422607,1.201201319694519
157,4.681247711181641,1.6388936042785645,7.723602294921875,1.1609710454940796
158,6.069611072540283,4.168831825256348,7.970390319824219,0.2506747841835022
159,5.822992324829102,3.7030692100524902,7.942915916442871,0.5051737427711487
160,5.245380401611328,2.512007474899292,7.978753089904785,0.2848793864250183
161,5.745357513427734,3.4960577487945557,7.994657516479492,0.420904278755188
162,5.001073837280273,2.0164432525634766,7.9857048988342285,1.2696702480316162
163,7.694367408752441,7.798726558685303,7.590008735656738,0.770468533039093
164,5.0819549560546875,2.158884048461914,8.005025863647461,0.6199911236763
165,4.5450568199157715,1.4838502407073975,7.606263160705566,1.2660518884658813
166,5.943145751953125,4.336239337921143,7.550051689147949,0.2887740731239319
167,4.800070762634277,1.9397125244140625,7.66042947769165,0.20115625858306885
168,8.63471794128418,9.357253074645996,7.91218376159668,0.14588376879692078
169,7.084380149841309,6.212635040283203,7.956125736236572,0.15831223130226135
170,8.243578910827637,8.53049373626709,7.956664562225342,0.24020832777023315
171,6.513396739959717,5.455536365509033,7.5712571144104,0.1944887340068817
172,7.102235794067383,6.176844120025635,8.027627944946289,0.3058088421821594
173,5.963288307189941,4.327662467956543,7.598914623260498,0.34784016013145447
174,5.746487140655518,3.979051351547241,7.513922691345215,0.2282053679227829
175,5.560988903045654,2.944593667984009,8.177384376525879,0.32397404313087463
176,5.448644638061523,2.9546172618865967,7.942671775817871,0.573842465877533
177,4.976829528808594,2.032304048538208,7.921355247497559,0.8553255796432495
178,5.410123825073242,2.853477716445923,7.966770172119141,0.14702993631362915
179,4.745825290679932,1.428662657737732,8.06298828125,2.1019115447998047
180,6.6346116065979,5.66640567779541,7.602817535400391,0.17112606763839722
181,5.47614049911499,2.92529559135437,8.026985168457031,0.44691550731658936
182,4.808270454406738,1.6283531188964844,7.988187313079834,1.5971307754516602
183,4.860713005065918,2.1344501972198486,7.586975574493408,0.915940523147583
184,6.3703107833862305,4.859962463378906,7.880659103393555,0.1768275648355484
185,4.97152042388916,2.327695846557617,7.615345001220703,0.9779239296913147
186,7.2187042236328125,6.839260101318359,7.598147869110107,0.22068847715854645
187,5.07051420211792,2.16866397857666,7.97236442565918,0.584989607334137
188,4.624356746673584,1.6595001220703125,7.5892133712768555,1.2743055820465088
189,6.034502983093262,4.172476768493652,7.896528720855713,0.22635364532470703
190,6.983160972595215,6.053317546844482,7.9130048751831055,0.18437159061431885
191,5.869542121887207,4.145039081573486,7.594045162200928,0.18016016483306885
192,5.464755535125732,3.0092179775238037,7.920292854309082,0.9153773188591003
193,6.335813999176025,5.095434665679932,7.576193332672119,0.2134777456521988
194,5.981044292449951,4.026344299316406,7.935744285583496,0.1103714257478714
195,5.503077983856201,3.3765783309936523,7.62957763671875,0.5958126187324524
196,5.060470104217529,2.1444740295410156,7.976466178894043,0.4509183168411255
197,4.859859943389893,1.6685283184051514,8.051191329956055,1.282747507095337
198,6.005972862243652,4.3315582275390625,7.680387496948242,0.18257778882980347
199,4.9595465660095215,2.0398483276367188,7.879244804382324,1.1156803369522095
200,4.571106910705566,1.5476279258728027,7.59458589553833,1.746151328086853
201,7.844035625457764,7.901047706604004,7.787023544311523,0.1461823731660843
202,5.220287799835205,2.8710439205169678,7.569531440734863,0.3575533628463745
203,5.776033401489258,3.9586849212646484,7.593381881713867,0.31230348348617554
204,5.862799167633057,3.8241026401519775,7.901495933532715,0.13616541028022766
205,4.665685653686523,1.4141855239868164,7.9171857833862305,1.8115229606628418
206,5.670716762542725,3.743130922317505,7.598302841186523,0.36739715933799744
207,5.867519378662109,3.8332693576812744,7.901769638061523,0.5834320187568665
208,4.804368495941162,1.5803407430648804,8.028396606445312,3.39237380027771
209,4.91360330581665,2.135708808898926,7.691497802734375,3.065239667892456
210,4.897734642028809,1.9197516441345215,7.875718116760254,0.8917080760002136
211,4.771275997161865,1.9399590492248535,7.602592945098877,2.9109113216400146
212,4.984042644500732,2.296757698059082,7.671327590942383,1.0581104755401611
213,4.602594375610352,1.6642160415649414,7.54097318649292,1.0932729244232178
214,4.8610405921936035,2.125391721725464,7.596689224243164,0.6218119859695435
215,5.746330738067627,3.9272024631500244,7.565459251403809,0.1899273693561554
216,4.699178695678711,1.4903336763381958,7.908023357391357,2.854567050933838
217,5.206976890563965,2.8560922145843506,7.557861328125,0.5171114802360535
218,4.79518461227417,2.0397613048553467,7.550608158111572,0.7275325655937195
219,6.019586563110352,4.192779064178467,7.846394062042236,0.838306725025177
220,5.363241195678711,3.167664051055908,7.558818817138672,0.26909762620925903
221,4.836249828338623,1.837896704673767,7.834603309631348,0.6311227679252625
222,6.361265182495117,4.792051792144775,7.930478096008301,0.23404210805892944
223,6.350403785705566,4.818975925445557,7.881831169128418,0.15555736422538757
224,5.129673004150391,2.6373867988586426,7.6219587326049805,0.3309257924556732
225,8.21316909790039,8.603118896484375,7.82321834564209,0.3049473166465759
226,6.355325698852539,4.8698296546936035,7.840821743011475,0.17531296610832214
227,5.447723865509033,3.301435708999634,7.594012260437012,0.3334709703922272
228,4.659583568572998,1.7326189279556274,7.586548328399658,2.4991796016693115
229,6.065906524658203,4.169676303863525,7.962136745452881,0.18357312679290771
230,6.67205286026001,5.353813171386719,7.990292549133301,0.2681752145290375
231,4.720983028411865,1.5832293033599854,7.858736991882324,2.963611125946045
232,7.224808692932129,6.850005149841309,7.599612236022949,0.21744464337825775
233,4.4204511642456055,1.255962610244751,7.584939956665039,0.28372374176979065
234,6.400639533996582,4.9611430168151855,7.84013557434082,0.19651557505130768
235,4.8009138107299805,2.033203125,7.568624496459961,0.5602262616157532
236,7.645817756652832,7.346216201782227,7.945419788360596,0.3236584961414337
237,4.659842491149902,1.496272087097168,7.823412895202637,1.6174829006195068
238,7.543145179748535,7.525747776031494,7.560543060302734,0.15491348505020142
239,5.841748237609863,3.8471970558166504,7.836299896240234,0.20716062188148499
240,5.178305625915527,2.6426501274108887,7.713960647583008,0.45399898290634155
241,5.7579450607299805,3.6859350204467773,7.829955101013184,0.24056380987167358
242,6.005842685699463,4.131529808044434,7.880155563354492,0.15666061639785767
243,6.135316848754883,4.411181926727295,7.859452247619629,3.4972712993621826
244,5.766139030456543,3.6243906021118164,7.9078874588012695,0.2824450433254242
245,4.667418003082275,1.4898970127105713,7.844939231872559,1.2889600992202759
246,4.613384246826172,1.6357793807983398,7.590988636016846,3.337890148162842
247,5.431349754333496,2.9777333736419678,7.884965896606445,0.8026012182235718
248,5.370800971984863,2.9308199882507324,7.810782432556152,0.3866804838180542
249,5.550867557525635,3.2667441368103027,7.834990978240967,0.1286662220954895
250,5.129251003265381,2.4491074085235596,7.809394836425781,0.5286823511123657
251,6.156794548034668,4.765799045562744,7.54779052734375,1.2879785299301147
252,5.772680282592773,3.7279508113861084,7.817409515380859,0.1838589459657669
253,5.185208320617676,2.759289026260376,7.611127853393555,0.2826947271823883
254,5.1169843673706055,2.46046781539917,7.773501396179199,2.616067886352539
255,4.574720859527588,1.552842617034912,7.596599102020264,1.8083068132400513
256,4.728159427642822,1.6553484201431274,7.800970077514648,1.5297367572784424
257,6.202286720275879,4.79578161239624,7.608792304992676,0.1396554410457611
258,5.781720161437988,3.73673677444458,7.826704025268555,0.24929502606391907
259,4.66609001159668,1.5112360715866089,7.820943832397461,3.0533738136291504
260,6.801607131958008,5.732354640960693,7.8708600997924805,0.3428017497062683
261,5.408187389373779,3.2284488677978516,7.587925910949707,0.2852552831172943
262,5.09963321685791,2.438863515853882,7.760402679443359,0.4350966811180115
263,5.286531925201416,2.770103693008423,7.802960395812988,0.20670904219150543
264,6.075501918792725,4.343147277832031,7.807856559753418,0.17934180796146393
265,5.970017433166504,4.145649433135986,7.7943854331970215,0.13723838329315186
266,5.4780707359313965,3.116356134414673,7.839785575866699,4.669947624206543
267,5.713850975036621,3.8489856719970703,7.57871675491333,0.15543675422668457
268,6.6048665046691895,5.512388229370117,7.697344779968262,0.20530803501605988
269,6.280797004699707,4.672962665557861,7.888631343841553,0.1823943704366684
270,5.31404447555542,2.825246572494507,7.802842617034912,0.3064813017845154
271,4.918846607208252,2.299088716506958,7.538604259490967,0.24016043543815613
272,5.502419471740723,3.1010539531707764,7.90378475189209,0.6008627414703369
273,5.824896812438965,3.9864072799682617,7.663386821746826,0.17558971047401428
274,5.209397315979004,2.8171591758728027,7.601635932922363,0.24793389439582825
275,4.659506320953369,1.5822770595550537,7.7367353439331055,2.1361746788024902
276,4.466647624969482,1.4163962602615356,7.516899108886719,2.1710472106933594
277,5.771262168884277,3.7074360847473145,7.835087776184082,0.14475485682487488
278,5.268991470336914,2.7403266429901123,7.797656059265137,0.1892772763967514
279,5.642483234405518,3.704563856124878,7.580402851104736,0.25924021005630493
280,11.205333709716797,14.671710014343262,7.738958358764648,0.11307425796985626
281,4.6488471031188965,1.6631983518600464,7.634495735168457,0.7122642993927002
282,8.18156909942627,8.70628547668457,7.656852722167969,0.1075315773487091
283,7.614871025085449,7.664813041687012,7.564929008483887,0.13970178365707397
284,5.39592170715332,3.185258626937866,7.606584548950195,0.22166863083839417
285,6.435571193695068,5.088160991668701,7.7829813957214355,0.12327619642019272
286,5.40994930267334,3.234651565551758,7.585247039794922,0.325086772441864
287,4.873635292053223,2.1365723609924316,7.610698699951172,0.3976573646068573
288,5.261013984680176,2.7392325401306152,7.7827959060668945,0.658226728439331
289,6.85657262802124,5.892899990081787,7.820245265960693,0.1452537178993225
290,6.2319440841674805,4.82527494430542,7.638613700866699,0.21084380149841309
291,4.585616111755371,1.4668277502059937,7.704404830932617,1.3585206270217896
292,5.146412372589111,2.695192575454712,7.59763240814209,2.190882444381714
293,5.350437164306641,3.0195446014404297,7.681329727172852,0.23866094648838043
294,5.097528457641602,2.3709218502044678,7.8241353034973145,0.4808690547943115
295,5.259653091430664,2.742779016494751,7.776526927947998,1.1393663883209229
296,5.372232437133789,3.1428892612457275,7.60157585144043,0.12168113887310028
297,5.533638954162598,3.2647573947906494,7.802520751953125,0.19155198335647583
298,4.768934726715088,1.7821050882339478,7.755764484405518,0.735561192035675
299,5.765622138977051,4.0725932121276855,7.458651542663574,0.13226164877414703
300,5.803645133972168,3.821401834487915,7.785888671875,2.0886077880859375
301,5.079379558563232,2.5619077682495117,7.596851348876953,0.31636908650398254
302,6.123687267303467,4.4253153800964355,7.822059154510498,0.13418343663215637
