Episode, CL, SupCL, UnsupCL, ClassificationLoss
0,11.297292709350586,0,11.297292709350586,0.4830273687839508
1,11.531608581542969,0,11.531608581542969,0.7430235147476196
2,11.39089298248291,0,11.39089298248291,0.5338038802146912
3,11.37192440032959,0,11.37192440032959,0.6824533939361572
4,11.379470825195312,0,11.379470825195312,0.4938862919807434
5,11.527255058288574,0,11.527255058288574,0.4813993275165558
6,11.68537425994873,0,11.68537425994873,0.517679750919342
7,11.595990180969238,0,11.595990180969238,0.5389230847358704
8,11.629804611206055,0,11.629804611206055,0.4624691307544708
9,11.22629165649414,0,11.22629165649414,0.5913010239601135
10,11.649808883666992,0,11.649808883666992,0.45888179540634155
11,11.228525161743164,0,11.228525161743164,0.4755112826824188
12,11.360240936279297,0,11.360240936279297,0.6226421594619751
13,11.02818775177002,0,11.02818775177002,0.6003056168556213
14,11.469513893127441,0,11.469513893127441,0.44632577896118164
15,11.265922546386719,0,11.265922546386719,0.5043587684631348
16,11.177410125732422,0,11.177410125732422,0.44156914949417114
17,10.958195686340332,0,10.958195686340332,0.4354831576347351
18,11.145797729492188,0,11.145797729492188,0.4777096211910248
19,11.334732055664062,0,11.334732055664062,0.4383680522441864
20,11.427316665649414,0,11.427316665649414,0.665690004825592
21,11.179339408874512,0,11.179339408874512,0.4170415699481964
22,10.945005416870117,0,10.945005416870117,0.43882128596305847
23,10.869695663452148,0,10.869695663452148,0.41285213828086853
24,11.086959838867188,0,11.086959838867188,0.4144611656665802
25,10.98117446899414,0,10.98117446899414,0.4739764928817749
26,11.00037956237793,0,11.00037956237793,0.4450971186161041
27,11.401817321777344,0,11.401817321777344,0.7906627655029297
28,11.055310249328613,0,11.055310249328613,0.3941611349582672
29,10.984173774719238,0,10.984173774719238,0.41641294956207275
30,10.880300521850586,0,10.880300521850586,0.397257000207901
31,10.994982719421387,0,10.994982719421387,0.4411628246307373
32,10.923727035522461,0,10.923727035522461,0.38508617877960205
33,10.903514862060547,0,10.903514862060547,0.3852652609348297
34,10.70134162902832,0,10.70134162902832,0.3811999261379242
35,10.864250183105469,0,10.864250183105469,0.4108770787715912
36,10.880023956298828,0,10.880023956298828,0.379660964012146
37,11.032279968261719,0,11.032279968261719,0.370914101600647
38,10.637786865234375,0,10.637786865234375,0.4281850755214691
39,10.834758758544922,0,10.834758758544922,0.3646366000175476
40,10.921142578125,0,10.921142578125,0.3583238124847412
41,10.673883438110352,0,10.673883438110352,0.3592013120651245
42,10.674077033996582,0,10.674077033996582,0.4707670509815216
43,10.718584060668945,0,10.718584060668945,0.36990538239479065
44,10.81065845489502,0,10.81065845489502,0.3414548337459564
45,10.871647834777832,0,10.871647834777832,0.34199079871177673
46,10.666048049926758,0,10.666048049926758,0.3354259431362152
47,10.81540298461914,0,10.81540298461914,0.7206563949584961
48,10.63595962524414,0,10.63595962524414,0.3295222520828247
49,10.6317138671875,0,10.6317138671875,0.38856104016304016
50,10.763084411621094,0,10.763084411621094,0.3569731116294861
51,10.880356788635254,0,10.880356788635254,0.3192232847213745
52,10.659717559814453,0,10.659717559814453,0.5590640306472778
53,10.708122253417969,0,10.708122253417969,0.33376654982566833
54,10.535890579223633,0,10.535890579223633,0.3182726502418518
55,10.569355010986328,0,10.569355010986328,0.3709794878959656
56,10.58815860748291,0,10.58815860748291,0.3120042085647583
57,10.743741035461426,0,10.743741035461426,0.3028033971786499
58,10.662490844726562,0,10.662490844726562,0.32650473713874817
59,10.703598022460938,0,10.703598022460938,0.7923117876052856
60,10.609878540039062,0,10.609878540039062,0.30674514174461365
61,10.634908676147461,0,10.634908676147461,0.8060760498046875
62,10.517806053161621,0,10.517806053161621,0.3305480480194092
63,10.599021911621094,0,10.599021911621094,0.3715270757675171
64,10.692209243774414,0,10.692209243774414,0.3973124027252197
65,10.838971138000488,0,10.838971138000488,0.3237462043762207
66,10.474065780639648,0,10.474065780639648,0.5093311071395874
67,10.612299919128418,0,10.612299919128418,0.3094514310359955
68,10.502902030944824,0,10.502902030944824,0.5283939838409424
69,10.568831443786621,0,10.568831443786621,0.31460800766944885
70,10.460182189941406,0,10.460182189941406,0.554887056350708
71,10.732793807983398,0,10.732793807983398,0.4426388740539551
72,10.494962692260742,0,10.494962692260742,0.5332522988319397
73,10.697154998779297,0,10.697154998779297,0.3660047650337219
74,10.484197616577148,0,10.484197616577148,0.27138233184814453
75,10.473099708557129,0,10.473099708557129,0.2776578366756439
76,10.490854263305664,0,10.490854263305664,0.3334916830062866
77,10.511528968811035,0,10.511528968811035,0.3280780017375946
78,10.495277404785156,0,10.495277404785156,0.2731538712978363
79,10.436635971069336,0,10.436635971069336,0.267647385597229
80,10.378215789794922,0,10.378215789794922,0.2760341465473175
81,10.498710632324219,0,10.498710632324219,0.34658384323120117
82,10.367448806762695,0,10.367448806762695,0.25476545095443726
83,10.466971397399902,0,10.466971397399902,0.32268214225769043
84,10.500972747802734,0,10.500972747802734,1.0212132930755615
85,10.580673217773438,0,10.580673217773438,0.3778332471847534
86,10.430315017700195,0,10.430315017700195,0.31611502170562744
87,10.386663436889648,0,10.386663436889648,0.2462097555398941
88,10.573875427246094,0,10.573875427246094,0.3769088685512543
89,10.475481033325195,0,10.475481033325195,0.3052697777748108
90,10.479803085327148,0,10.479803085327148,0.27505603432655334
91,10.45086669921875,0,10.45086669921875,0.4950891435146332
92,10.454882621765137,0,10.454882621765137,0.31144005060195923
93,10.450620651245117,0,10.450620651245117,0.2567588686943054
94,10.363600730895996,0,10.363600730895996,0.4121098518371582
95,10.338899612426758,0,10.338899612426758,0.7400807738304138
96,10.613286972045898,0,10.613286972045898,0.2960723042488098
97,10.362412452697754,0,10.362412452697754,0.4247286021709442
98,10.410652160644531,0,10.410652160644531,0.7689684629440308
99,10.37863540649414,0,10.37863540649414,0.22928963601589203
100,10.5767822265625,0,10.5767822265625,0.2589511275291443
101,10.319768905639648,0,10.319768905639648,0.22141166031360626
102,10.38333511352539,0,10.38333511352539,0.21034297347068787
103,10.465778350830078,0,10.465778350830078,0.512546718120575
104,10.391836166381836,0,10.391836166381836,0.2265835404396057
105,10.336723327636719,0,10.336723327636719,0.2554139494895935
106,10.188226699829102,0,10.188226699829102,0.5158541202545166
107,10.344258308410645,0,10.344258308410645,0.24206748604774475
108,10.378074645996094,0,10.378074645996094,0.2285851091146469
109,10.490999221801758,0,10.490999221801758,0.609079122543335
110,10.262531280517578,0,10.262531280517578,1.1116870641708374
111,10.375981330871582,0,10.375981330871582,0.4994410574436188
112,10.348856925964355,0,10.348856925964355,1.0521377325057983
113,10.342852592468262,0,10.342852592468262,0.22052060067653656
114,10.300214767456055,0,10.300214767456055,0.5209659337997437
115,10.341279983520508,0,10.341279983520508,0.5800889730453491
116,10.31541633605957,0,10.31541633605957,0.7818431854248047
117,10.302507400512695,0,10.302507400512695,0.229449063539505
118,10.445645332336426,0,10.445645332336426,0.37251242995262146
119,10.29673957824707,0,10.29673957824707,0.22530575096607208
120,10.300490379333496,0,10.300490379333496,0.20706488192081451
121,10.287454605102539,0,10.287454605102539,0.4223606586456299
122,10.28342056274414,0,10.28342056274414,0.3503590226173401
123,10.28763484954834,0,10.28763484954834,0.3991261422634125
124,10.361445426940918,0,10.361445426940918,0.22040069103240967
125,10.44548511505127,0,10.44548511505127,0.24421243369579315
126,10.297136306762695,0,10.297136306762695,0.2299432009458542
127,10.261500358581543,0,10.261500358581543,0.19604912400245667
128,10.459395408630371,0,10.459395408630371,0.19785897433757782
129,10.295434951782227,0,10.295434951782227,0.5899703502655029
